anchor_at,component_index,component_fingerprint,squared_mahalanobis,threshold,top_feature_contributions
2022-10-16T00:00:00Z,0,39e3bacf11776871a5ff8111,59.16363713506928,46.927890160080743,rv_ratio_1d_3d=8.7045405725248788|return_autocorr_1d=5.7430725906605931|rv_1d=5.6936672592535382|volume_ratio_1d_3d=5.6528520459133613|max_runup_3d=5.1436901263692985
2022-11-10T00:00:00Z,3,e37692350fa4ad4230e3336e,56.426960762858542,46.927890160080743,range_ratio_3d=8.3135735913486393|max_drawdown_3d=6.4826518893753668|return_4h=5.0040570013539636|directional_efficiency_3d=4.4701403435629112|mean_upper_wick_ratio_3d=3.9366324926900931
2022-11-29T00:00:00Z,1,b03e2a19935047396af5f0d5,48.4858653905343,46.927890160080743,return_autocorr_1d=8.4870832967547578|return_autocorr_3d=7.6683429822955835|mean_upper_wick_ratio_3d=6.7228756949557376|rv_ratio_1d_3d=4.2386694848997353|volume_ratio_1d_3d=4.207226126450081
2022-12-18T00:00:00Z,0,39e3bacf11776871a5ff8111,48.7725528613975,46.927890160080743,return_autocorr_3d=6.7108102212001368|directional_efficiency_3d=6.6292109543079922|rv_1d=5.5194537382282016|rv_ratio_1d_3d=3.9985084592428843|sign_change_rate_1d=3.6478151550632854
2022-12-19T00:00:00Z,1,b03e2a19935047396af5f0d5,51.738896486801252,46.927890160080743,directional_efficiency_3d=11.825941108720986|return_autocorr_3d=11.447624238850523|return_3d=5.3042238655079181|max_drawdown_3d=3.4462190036137246|sign_change_rate_3d=2.4196935489110807
2023-01-09T00:00:00Z,1,b03e2a19935047396af5f0d5,52.53780124629526,46.927890160080743,directional_efficiency_1d=11.779163319283462|directional_efficiency_3d=10.696927876538476|return_4h=5.2454954139745817|close_location_3d=3.6166504759930489|rv_3d=3.5516194569987096
2023-01-11T00:00:00Z,1,b03e2a19935047396af5f0d5,48.35927706763735,46.927890160080743,directional_efficiency_3d=14.530135334534689|directional_efficiency_1d=6.6828461034020643|close_location_3d=3.8425856256547437|return_3d=3.1329602538898911|mean_lower_wick_ratio_3d=3.0573266940687516
2023-01-13T00:00:00Z,2,dddf565fe433ec33a8d07106,54.414084810462874,46.927890160080743,directional_efficiency_3d=8.6793949995879789|volume_ratio_1d_3d=7.344897405038374|rv_ratio_1d_3d=6.39931020076863|volume_cv_3d=5.2534934973807834|rv_1d=4.0793467604425429
2023-01-21T00:00:00Z,3,e37692350fa4ad4230e3336e,52.085471130771971,46.927890160080743,mean_upper_wick_ratio_3d=8.0658881369080966|directional_efficiency_1d=5.8939618482365033|mean_body_ratio_3d=4.942764481959288|return_4h=4.9333012059434713|return_autocorr_3d=3.6383166905630713
2023-01-22T00:00:00Z,2,dddf565fe433ec33a8d07106,56.486467685041056,46.927890160080743,return_4h=7.1056057325768363|mean_upper_wick_ratio_3d=6.8713533063362542|mean_body_ratio_3d=4.8307954097212367|rv_4h=3.9346250426576477|max_runup_3d=3.9229349990168321
2023-02-16T00:00:00Z,3,e37692350fa4ad4230e3336e,48.544041235537655,46.927890160080743,directional_efficiency_1d=5.8939618482365033|directional_efficiency_3d=5.4580953947157909|return_12h=3.6187178933868469|return_autocorr_1d=3.6157780873073682|return_autocorr_3d=3.2259913801792677
